,batch size,epochs,repeats,embedding,feature set,historical co2,accuracy_train_mean,accuracy_train_std,accuracy_test_1_mean,accuracy_test_1_std
autoencoder,32,200,10,True,full,False,0.89619476,0.0019143666,0.9233012,0.06880255
