,batch size,epochs,repeats,embedding,feature set,historical co2,accuracy_train_mean,accuracy_train_std,accuracy_test_1_mean,accuracy_test_1_std
autoencoder,32,200,10,True,full,False,0.92780733,0.0008602636,0.9273616,0.0009747113
