,batch size,epochs,repeats,embedding,feature set,accuracy_train_mean,accuracy_train_std,accuracy_test_1_mean,accuracy_test_1_std,accuracy_test_2_mean,accuracy_test_2_std,accuracy_test_combined_mean,accuracy_test_combined_std
autoencoder_embedding,16,30,10,True,Light+CO2,0.94662905,0.07959562,0.88258916,0.13855958,0.92263114,0.07096876,0.9140372,0.084731445
