,batch size,epochs,repeats,embedding,feature set,historical co2,accuracy_train_mean,accuracy_train_std,accuracy_test_1_mean,accuracy_test_1_std,accuracy_test_2_mean,accuracy_test_2_std,accuracy_test_combined_mean,accuracy_test_combined_std
LSTM,32,2,2,True,full,False,0.9286504,0.007859528,0.84090054,0.009380847,0.79132485,0.01261282,0.801965,0.0078924
