,batch size,epochs,repeats,accuracy_train_mean,accuracy_train_std,accuracy_test_1_mean,accuracy_test_1_std,accuracy_test_2_mean,accuracy_test_2_std,accuracy_test_combined_mean,accuracy_test_combined_std
autoencoder,16,30,10,0.8907833,0.0,0.8050459,5.9604645e-08,0.85355043,0.0,0.84031373,0.0
