,batch size,epochs,repeats,embedding,feature set,historical co2,accuracy_train_mean,accuracy_train_std,accuracy_test_1_mean,accuracy_test_1_std
LSTM,32,50,10,True,full,False,1.0,0.0,1.0,0.0
