,batch size,epochs,repeats,embedding,feature set,historical co2,accuracy_train_mean,accuracy_train_std,accuracy_test_1_mean,accuracy_test_1_std
autoencoder,32,100,10,False,full,False,0.822909,0.023089826,0.5955447,0.08654902
