,batch size,epochs,repeats,embedding,feature set,historical co2,accuracy_train_mean,accuracy_train_std,accuracy_test_1_mean,accuracy_test_1_std,accuracy_test_2_mean,accuracy_test_2_std,accuracy_test_combined_mean,accuracy_test_combined_std
autoencoder,16,30,10,True,full,False,0.86299884,0.09842629,0.831895,0.12002966,0.8023585,0.10978851,0.8086978,0.105416924
