,accuracy_train_mean,accuracy_train_std,accuracy_test_1_mean,accuracy_test_1_std,accuracy_test_2_mean,accuracy_test_2_std,accuracy_test_combined_mean,accuracy_test_combined_std
CNN_embedding,0.9872283,0.002357729,0.975272,0.004645786,0.9607363,0.013826627,0.96385604,0.011219316
