,batch size,epochs,repeats,embedding,feature set,historical co2,accuracy_train_mean,accuracy_train_std,accuracy_test_1_mean,accuracy_test_1_std,accuracy_test_2_mean,accuracy_test_2_std,accuracy_test_combined_mean,accuracy_test_combined_std
autoencoder,16,50,10,False,full,True,0.913461,0.10825042,0.9153904,0.02657074,0.80577374,0.14228842,0.8292953,0.113182865
