,batch size,epochs,repeats,embedding,feature set,historical co2,accuracy_train_mean,accuracy_train_std,accuracy_test_1_mean,accuracy_test_1_std,accuracy_test_2_mean,accuracy_test_2_std,accuracy_test_combined_mean,accuracy_test_combined_std
LSTM,32,50,10,False,CO2,True,0.9715804,0.0030677693,0.91369027,0.013266966,0.5865286,0.025381196,0.6561135,0.022159288
