,batch size,epochs,repeats,embedding,feature set,historical co2,accuracy_train_mean,accuracy_train_std,accuracy_test_1_mean,accuracy_test_1_std,accuracy_test_2_mean,accuracy_test_2_std,accuracy_test_combined_mean,accuracy_test_combined_std
LSTM-CNN,32,50,10,False,CO2,True,0.7883357,5.9604645e-08,0.6474188,5.9604645e-08,0.79365075,5.9604645e-08,0.75982535,0.0
