,batch size,epochs,repeats,embedding,feature set,historical co2,accuracy_train_mean,accuracy_train_std,accuracy_test_1_mean,accuracy_test_1_std
autoencoder,32,100,1,False,full,False,0.8213461,0.0,0.6709041,0.0
