,batch size,epochs,repeats,embedding,feature set,historical co2,accuracy_train_mean,accuracy_train_std,accuracy_test_1_mean,accuracy_test_1_std
CNN,32,1,1,True,full,False,0.8967442,0.0,0.8959796,0.0
