,accuracy_train_mean,accuracy_train_std,accuracy_test_1_mean,accuracy_test_1_std,accuracy_test_2_mean,accuracy_test_2_std,accuracy_test_combined_mean,accuracy_test_combined_std
CNN_+hist_co2,0.9951193,0.0010312184,0.9512428,0.008060124,0.9734796,0.017738368,0.96830827,0.014057555
