,accuracy_train_mean,accuracy_train_std,accuracy_test_1_mean,accuracy_test_1_std,accuracy_test_2_mean,accuracy_test_2_std,accuracy_test_combined_mean,accuracy_test_combined_std
CNN_embedding,0.98415816,0.0056801816,0.9714446,0.009202741,0.9559475,0.014303717,0.95927364,0.01275224
