,batch size,epochs,repeats,embedding,feature set,historical co2,accuracy_train_mean,accuracy_train_std,accuracy_test_1_mean,accuracy_test_1_std
autoencoder,32,200,10,True,full,False,0.9236911,0.00064711215,0.80235755,0.010313593
