,batch size,epochs,repeats,embedding,feature set,historical co2,accuracy_train_mean,accuracy_train_std,accuracy_test_1_mean,accuracy_test_1_std
LSTM,32,200,10,True,full,False,0.9087494,0.0014858369,0.90776175,0.0014730075
