,batch size,epochs,repeats,embedding,feature set,historical co2,accuracy_train_mean,accuracy_train_std,accuracy_test_1_mean,accuracy_test_1_std
autoencoder,32,200,10,True,full,False,0.68281585,0.012622048,0.5751215,0.016996091
