,batch size,epochs,repeats,embedding,feature set,historical co2,accuracy_train_mean,accuracy_train_std,accuracy_test_1_mean,accuracy_test_1_std
autoencoder,32,200,10,True,full,False,0.7721263,0.0068224976,0.7683358,0.0066820052
