,batch size,epochs,repeats,embedding,feature set,historical co2,accuracy_train_mean,accuracy_train_std,accuracy_test_1_mean,accuracy_test_1_std
CNN,32,2,2,True,full,False,1.0,0.0,1.0,0.0
